attendance_percentage,study_hours_per_week,previous_gpa,midterm_score,assignment_completion,quiz_score,sleep_hours_per_day,extracurricular,internet_access,final_score,final_gpa,grade,passed,risk_level
81.6,9.2,3.11,70.5,87.5,55.2,7.4,0,0,78.5,3.14,B,1,MEDIUM
93.6,7.9,3.78,77.1,70.1,56.3,7.0,1,1,75.5,3.02,B,1,LOW
96.7,12.4,2.34,73.8,100.0,66.7,9.0,0,0,83.7,3.35,B+,1,LOW
78.4,16.3,2.43,70.0,97.4,63.6,8.2,0,0,76.3,3.05,B,1,MEDIUM
69.0,12.7,2.01,61.4,94.1,54.4,6.5,1,1,67.5,2.7,C,1,HIGH
83.5,4.1,2.75,69.3,80.2,44.6,7.6,0,1,60.5,2.42,C,1,MEDIUM
69.9,8.0,3.18,63.7,100.0,61.6,7.4,0,1,74.7,2.99,B,1,HIGH
100.0,11.6,3.15,73.0,78.7,56.5,7.7,1,1,75.3,3.01,B,1,LOW
79.6,11.6,3.17,68.8,81.5,38.9,6.1,1,1,64.9,2.6,C,1,MEDIUM
73.6,21.9,2.39,70.0,84.5,49.8,7.6,0,1,61.7,2.47,C,1,HIGH
80.2,5.1,3.5,59.0,92.5,50.6,6.9,0,1,69.0,2.76,C,1,MEDIUM
61.8,14.5,3.22,72.1,91.6,59.0,7.5,0,1,70.7,2.83,B,1,CRITICAL
66.3,19.4,3.47,73.9,74.9,47.3,6.4,1,1,62.6,2.5,C,1,HIGH
92.4,23.4,2.15,79.4,74.0,53.2,6.6,1,1,66.9,2.68,C,1,MEDIUM
70.1,10.0,3.26,72.4,91.6,57.1,8.5,1,1,73.6,2.94,B,1,HIGH
65.4,14.5,2.51,57.9,92.7,53.5,6.0,1,1,67.1,2.68,C,1,HIGH
84.4,14.8,2.9,76.0,76.1,48.9,6.1,1,1,71.2,2.85,B,1,MEDIUM
92.2,13.0,3.37,78.3,58.2,42.9,7.1,1,1,73.8,2.95,B,1,MEDIUM
86.6,11.5,3.15,72.4,78.9,46.8,6.4,0,1,70.2,2.81,B,1,MEDIUM
90.0,14.2,2.67,69.4,91.4,59.6,6.2,0,1,73.9,2.96,B,1,MEDIUM
68.9,1.0,3.1,65.0,100.0,62.9,7.3,1,0,68.6,2.74,C,1,HIGH
60.9,15.4,2.33,56.5,64.0,38.0,5.5,0,1,48.6,1.94,F,0,CRITICAL
96.0,12.6,3.68,86.2,75.6,65.2,6.1,1,1,88.4,3.54,A,1,LOW
74.1,10.9,3.0,56.7,76.2,45.6,9.5,0,1,66.1,2.64,C,1,HIGH
75.0,22.2,3.66,86.7,100.0,75.2,7.7,1,1,79.1,3.16,B,1,HIGH
93.9,8.6,2.84,77.1,81.5,51.9,6.4,0,1,74.8,2.99,B,1,MEDIUM
84.7,10.0,2.84,69.3,68.4,36.0,7.7,0,1,63.7,2.55,C,1,MEDIUM
83.5,22.0,2.72,75.7,90.4,61.3,7.8,1,1,74.1,2.97,B,1,MEDIUM
100.0,7.8,3.54,81.6,75.9,56.3,8.3,1,0,77.4,3.09,B,1,LOW
70.3,9.2,2.75,72.4,63.6,47.4,7.1,1,1,65.4,2.61,C,1,HIGH
89.1,11.3,3.42,67.7,68.6,43.9,8.3,1,0,70.8,2.83,B,1,MEDIUM
78.7,16.2,2.91,75.6,100.0,62.5,5.0,1,1,77.7,3.11,B,1,MEDIUM
81.2,13.0,2.11,59.3,87.8,49.8,6.0,1,1,64.5,2.58,C,1,MEDIUM
96.3,5.5,2.81,70.2,83.6,52.7,7.4,0,1,72.5,2.9,B,1,MEDIUM
84.1,9.3,2.51,64.2,78.3,55.6,7.6,0,1,71.3,2.85,B,1,MEDIUM
84.5,9.0,3.12,68.0,86.4,56.0,6.2,0,1,73.7,2.95,B,1,MEDIUM
90.9,11.6,2.5,70.2,86.2,59.2,7.5,1,1,73.5,2.94,B,1,MEDIUM
73.6,14.1,3.56,67.3,86.4,53.3,6.5,0,1,70.0,2.8,C,1,HIGH
67.9,14.1,3.05,71.4,83.7,52.9,6.9,1,1,69.6,2.79,C,1,HIGH
65.5,3.1,3.01,47.1,95.0,45.2,8.3,1,1,58.7,2.35,D,1,HIGH
54.4,17.3,3.43,68.5,82.3,51.3,8.2,1,1,68.0,2.72,C,1,CRITICAL
100.0,13.3,3.58,82.6,67.3,31.8,6.1,0,1,68.0,2.72,C,1,MEDIUM
64.8,18.9,3.09,63.1,72.8,44.5,6.0,0,1,60.2,2.41,C,1,CRITICAL
75.3,14.2,2.71,68.0,52.3,40.8,6.7,1,1,62.5,2.5,C,1,MEDIUM
74.7,17.5,2.21,57.5,100.0,60.6,7.2,0,1,63.9,2.56,C,1,HIGH
81.7,14.3,2.76,70.5,94.9,57.5,6.5,0,1,67.5,2.7,C,1,MEDIUM
87.8,18.7,2.79,69.7,69.5,50.8,8.3,0,1,68.8,2.75,C,1,MEDIUM
88.3,14.6,3.15,79.0,77.8,41.7,7.6,0,1,65.4,2.62,C,1,MEDIUM
71.0,11.5,2.93,60.0,72.4,46.6,7.6,0,0,57.5,2.3,D,1,HIGH
76.0,23.4,3.44,78.2,100.0,53.4,5.8,1,0,78.3,3.13,B,1,MEDIUM
81.4,16.4,2.79,73.6,60.7,39.1,8.5,1,0,63.5,2.54,C,1,MEDIUM
75.0,14.9,3.07,66.4,83.7,52.3,4.1,1,1,72.7,2.91,B,1,MEDIUM
97.3,5.6,3.69,77.5,80.4,63.1,8.1,0,1,75.5,3.02,B,1,LOW
83.9,5.6,3.27,60.8,94.4,58.2,8.2,1,1,71.6,2.86,B,1,MEDIUM
86.8,13.5,3.07,77.6,80.4,55.6,6.7,1,1,75.7,3.03,B,1,LOW
86.0,12.7,2.8,80.1,55.6,46.2,8.6,0,1,64.0,2.56,C,1,MEDIUM
92.1,8.9,2.78,84.8,78.2,52.5,7.1,0,1,79.3,3.17,B,1,LOW
80.2,12.7,2.67,68.1,67.4,44.1,7.3,0,1,66.1,2.64,C,1,MEDIUM
62.4,19.9,2.83,70.6,83.2,57.0,7.6,1,1,61.9,2.47,C,1,CRITICAL
82.8,15.5,3.48,68.6,100.0,52.3,10.0,1,1,73.8,2.95,B,1,MEDIUM
70.2,6.3,2.99,68.0,55.9,46.3,8.7,1,1,63.2,2.53,C,1,HIGH
71.7,11.4,2.43,64.7,70.0,45.1,8.0,0,1,59.5,2.38,D,1,HIGH
85.0,8.0,3.98,74.1,73.7,56.7,6.2,1,1,69.2,2.77,C,1,MEDIUM
92.9,10.1,3.26,82.1,76.3,60.9,7.4,0,1,79.0,3.16,B,1,LOW
78.3,9.9,2.4,61.1,93.1,45.5,6.3,0,1,73.0,2.92,B,1,MEDIUM
81.7,9.6,2.88,65.2,79.4,47.8,8.1,1,0,65.6,2.62,C,1,MEDIUM
98.4,5.7,3.16,76.5,88.2,53.1,7.4,0,1,82.5,3.3,B+,1,LOW
80.9,11.4,3.95,71.8,72.6,39.7,6.0,1,1,65.8,2.63,C,1,MEDIUM
100.0,9.2,2.55,77.8,85.4,51.3,7.3,1,1,76.1,3.04,B,1,LOW
84.8,1.0,3.59,62.4,93.7,70.8,6.3,1,1,79.1,3.16,B,1,MEDIUM
56.9,22.3,3.8,68.6,71.0,52.6,7.4,0,1,65.2,2.61,C,1,CRITICAL
87.0,17.4,2.79,70.9,93.7,70.2,6.3,1,0,76.2,3.05,B,1,LOW
82.6,10.1,2.96,72.7,82.8,59.9,7.2,1,1,75.7,3.03,B,1,MEDIUM
93.5,12.1,2.58,69.3,97.7,55.4,8.0,1,1,81.1,3.24,B+,1,LOW
86.1,6.1,3.0,60.9,79.0,47.6,7.1,1,1,67.8,2.71,C,1,MEDIUM
76.3,20.5,3.08,72.4,87.7,60.3,6.8,1,1,71.1,2.84,B,1,MEDIUM
63.3,21.5,3.43,73.0,81.4,57.1,7.4,1,0,68.9,2.76,C,1,CRITICAL
75.5,12.8,3.65,67.5,80.6,49.0,8.0,0,1,77.6,3.1,B,1,MEDIUM
67.8,17.1,2.73,60.3,85.9,43.4,6.0,1,1,62.6,2.51,C,1,HIGH
71.0,12.9,2.12,69.8,90.1,76.7,7.5,1,1,71.0,2.84,B,1,HIGH
85.1,5.3,3.09,62.9,63.3,43.3,8.6,1,1,59.9,2.4,D,1,HIGH
98.0,9.9,3.25,76.4,100.0,61.0,7.8,1,1,74.5,2.98,B,1,MEDIUM
82.7,12.7,3.22,71.3,54.1,43.7,7.3,0,1,66.3,2.65,C,1,MEDIUM
63.6,9.7,2.94,57.8,71.7,44.6,7.9,1,1,61.6,2.46,C,1,CRITICAL
83.3,10.9,3.16,74.6,80.6,55.4,7.7,1,1,71.5,2.86,B,1,MEDIUM
92.4,11.5,3.86,86.4,88.2,68.9,8.0,0,1,84.4,3.38,B+,1,LOW
70.7,11.6,3.29,65.9,100.0,59.0,5.0,0,1,67.8,2.71,C,1,HIGH
76.4,12.3,2.91,61.3,54.1,33.1,5.5,1,1,57.8,2.31,D,1,HIGH
78.2,6.7,2.85,69.7,74.4,49.7,8.3,0,0,68.9,2.76,C,1,MEDIUM
68.6,8.4,3.02,61.2,50.1,35.6,5.5,0,0,54.2,2.17,D,1,HIGH
85.8,5.6,3.92,83.1,82.5,66.5,7.6,0,1,86.8,3.47,A,1,LOW
76.5,16.9,3.01,60.8,86.1,59.7,6.8,1,1,66.0,2.64,C,1,MEDIUM
83.0,1.5,3.09,64.2,100.0,59.9,6.1,0,1,74.6,2.98,B,1,MEDIUM
67.4,17.8,2.86,77.0,83.8,48.9,7.6,1,1,71.5,2.86,B,1,HIGH
72.8,18.9,3.65,75.3,97.7,54.3,7.4,1,0,74.2,2.97,B,1,HIGH
86.7,10.5,4.0,78.3,90.8,59.9,9.5,1,1,78.7,3.15,B,1,LOW
73.5,1.0,3.33,62.0,75.5,50.8,6.5,1,1,60.6,2.43,C,1,HIGH
98.7,10.2,3.14,74.9,60.9,44.6,8.8,1,1,75.1,3.0,B,1,LOW
73.2,11.7,3.12,65.7,86.1,51.3,7.6,1,0,67.3,2.69,C,1,HIGH
80.7,6.9,1.91,55.4,59.6,36.9,6.5,0,1,57.6,2.3,D,1,HIGH
89.2,9.4,3.47,72.3,100.0,61.6,8.1,1,1,81.0,3.24,B+,1,LOW
61.0,19.7,3.17,74.6,79.6,39.9,7.8,1,1,62.2,2.49,C,1,CRITICAL
56.9,15.3,3.31,66.7,99.9,53.4,7.2,0,1,67.3,2.69,C,1,CRITICAL
59.7,7.4,2.74,56.0,74.8,42.9,7.5,1,1,62.2,2.49,C,1,CRITICAL
93.2,4.0,2.91,72.4,86.0,63.4,6.5,0,1,72.5,2.9,B,1,MEDIUM
71.4,10.4,2.89,62.2,85.1,47.8,6.3,1,1,72.4,2.89,B,1,HIGH
100.0,10.9,3.61,78.8,81.3,57.2,8.0,0,1,76.6,3.06,B,1,LOW
71.2,14.5,2.91,63.9,75.5,50.7,7.0,1,1,60.6,2.42,C,1,HIGH
80.2,9.3,4.0,75.6,87.9,65.6,7.1,0,1,78.8,3.15,B,1,MEDIUM
96.5,14.6,3.32,76.3,68.1,57.7,7.5,0,1,82.9,3.31,B+,1,LOW
100.0,21.7,2.46,79.5,63.9,49.1,7.5,1,1,65.2,2.61,C,1,MEDIUM
100.0,16.1,3.04,79.6,100.0,61.0,5.6,1,1,81.2,3.25,B+,1,LOW
92.5,11.8,2.77,83.8,92.9,58.3,8.6,1,1,80.8,3.23,B+,1,LOW
90.3,11.1,2.0,51.7,83.0,47.2,7.3,0,1,62.9,2.52,C,1,MEDIUM
85.1,10.2,3.9,76.8,100.0,60.4,7.0,0,1,81.2,3.25,B+,1,LOW
87.3,17.9,3.45,89.9,78.0,61.5,7.7,1,1,77.6,3.1,B,1,LOW
71.4,8.9,3.37,66.8,100.0,62.5,7.5,1,1,71.3,2.85,B,1,HIGH
68.2,12.2,3.18,69.7,84.6,58.3,8.0,0,1,69.3,2.77,C,1,HIGH
78.0,12.3,2.41,64.7,66.6,53.6,7.8,1,1,60.5,2.42,C,1,MEDIUM
76.0,9.5,2.86,61.3,100.0,69.6,8.0,0,1,73.0,2.92,B,1,MEDIUM
72.6,5.1,3.52,53.7,96.9,55.6,8.7,0,0,66.5,2.66,C,1,HIGH
86.4,13.6,2.57,71.4,80.2,60.1,8.2,0,1,70.5,2.82,B,1,MEDIUM
89.5,11.7,1.83,60.4,92.9,53.2,7.0,1,1,69.0,2.76,C,1,MEDIUM
79.1,14.5,2.99,67.1,75.9,57.6,6.0,1,1,62.8,2.51,C,1,MEDIUM
95.7,9.3,3.03,72.3,94.4,65.8,9.0,1,1,78.2,3.13,B,1,LOW
64.3,18.1,3.17,77.5,46.1,47.7,6.9,1,1,71.0,2.84,B,1,CRITICAL
75.7,7.6,3.46,79.9,66.7,51.2,6.7,0,0,66.8,2.67,C,1,MEDIUM
69.4,20.6,3.42,76.1,96.7,57.5,5.3,1,1,78.6,3.15,B,1,HIGH
55.6,3.3,3.23,51.1,78.3,38.3,7.6,1,1,56.0,2.24,D,1,CRITICAL
77.0,14.2,3.7,69.7,85.1,54.7,7.4,1,1,69.9,2.8,C,1,MEDIUM
76.5,14.4,2.34,67.0,61.8,54.0,5.5,0,1,59.4,2.38,D,1,HIGH
96.2,8.0,3.35,85.4,100.0,63.8,7.7,1,0,84.7,3.39,B+,1,LOW
85.6,14.1,3.41,75.9,99.9,67.4,6.7,1,1,85.3,3.41,A,1,LOW
65.7,18.4,2.48,52.2,79.0,52.3,10.0,1,1,58.6,2.34,D,1,HIGH
100.0,1.0,2.35,67.9,75.9,49.1,6.6,1,1,69.6,2.78,C,1,MEDIUM
92.7,14.5,2.73,80.0,97.4,70.9,6.7,1,1,85.2,3.41,A,1,LOW
85.0,1.0,2.77,53.3,100.0,38.5,6.2,0,1,65.7,2.63,C,1,MEDIUM
75.3,7.2,3.48,68.3,96.3,51.7,8.6,1,1,66.1,2.64,C,1,MEDIUM
66.5,20.1,2.79,70.6,100.0,55.7,6.8,1,1,70.7,2.83,B,1,HIGH
73.5,9.1,2.67,61.4,68.2,40.8,6.4,1,1,65.5,2.62,C,1,HIGH
91.1,6.1,2.79,64.3,69.7,49.2,8.0,1,0,67.1,2.68,C,1,MEDIUM
100.0,11.0,3.66,88.2,64.2,53.9,5.7,0,1,69.1,2.76,C,1,MEDIUM
96.5,22.3,3.11,84.1,88.6,63.1,7.9,1,1,82.7,3.31,B+,1,LOW
72.1,2.8,3.01,51.4,84.6,52.8,9.2,0,1,62.6,2.5,C,1,HIGH
64.6,6.7,3.04,48.6,79.7,40.8,7.8,0,0,50.8,2.03,D,1,CRITICAL
79.7,19.5,3.75,87.7,94.1,56.7,7.9,1,1,74.0,2.96,B,1,MEDIUM
56.8,21.3,2.73,67.5,100.0,62.6,8.2,0,1,72.5,2.9,B,1,CRITICAL
81.9,11.5,3.76,76.5,59.1,42.8,9.1,0,1,65.7,2.63,C,1,MEDIUM
76.2,5.8,3.21,62.4,73.0,38.5,8.5,0,1,59.4,2.38,D,1,HIGH
72.4,22.5,3.02,72.1,94.3,65.2,7.7,1,1,74.0,2.96,B,1,HIGH
58.9,20.0,4.0,69.1,75.0,59.1,8.2,1,1,66.3,2.65,C,1,CRITICAL
84.2,15.4,2.57,68.6,70.0,57.9,6.2,0,1,69.2,2.77,C,1,MEDIUM
71.6,7.9,2.92,51.4,97.3,55.4,8.1,0,1,64.8,2.59,C,1,HIGH
64.0,11.8,2.48,54.4,62.7,45.1,6.1,1,1,51.8,2.07,D,1,CRITICAL
43.5,11.2,3.58,55.6,77.5,55.9,6.8,1,1,58.1,2.33,D,1,CRITICAL
77.7,13.7,3.94,80.5,86.9,55.1,4.0,0,0,77.9,3.12,B,1,MEDIUM
99.3,19.3,3.93,91.4,73.4,63.4,7.6,1,1,84.1,3.36,B+,1,LOW
97.9,16.4,3.71,90.9,93.7,66.4,6.5,1,1,86.5,3.46,A,1,LOW
72.5,6.6,3.0,68.7,73.5,55.5,8.4,1,1,74.3,2.97,B,1,HIGH
70.8,18.9,2.92,75.6,100.0,63.8,7.6,1,1,77.6,3.11,B,1,HIGH
83.6,13.6,2.26,69.0,80.1,60.5,8.4,1,1,73.2,2.93,B,1,MEDIUM
66.0,15.4,4.0,74.1,92.1,60.4,6.0,0,1,73.8,2.95,B,1,HIGH
81.6,19.3,3.33,74.0,93.2,50.6,8.3,0,1,74.2,2.97,B,1,MEDIUM
87.2,6.4,2.85,70.9,72.6,59.0,9.5,0,1,70.0,2.8,C,1,MEDIUM
92.7,11.8,3.76,89.7,51.2,41.7,8.0,1,0,75.7,3.03,B,1,LOW
76.8,9.3,2.61,64.7,87.4,61.9,8.1,1,1,69.5,2.78,C,1,MEDIUM
75.6,4.2,3.3,73.3,83.1,54.7,7.4,1,1,72.3,2.89,B,1,MEDIUM
67.5,13.7,3.01,57.8,90.3,60.5,6.6,0,1,67.6,2.7,C,1,HIGH
68.1,24.6,3.42,71.9,78.6,59.8,8.0,1,1,70.4,2.82,B,1,HIGH
75.3,2.8,3.07,64.9,75.5,52.3,5.5,1,1,76.9,3.08,B,1,MEDIUM
82.4,11.8,2.37,66.9,100.0,63.1,6.7,1,1,70.9,2.84,B,1,MEDIUM
89.0,15.2,3.14,83.9,59.9,51.7,5.3,1,1,70.3,2.81,B,1,MEDIUM
68.4,12.6,3.62,69.8,93.0,46.1,6.4,1,1,71.6,2.86,B,1,HIGH
95.9,11.4,3.09,72.7,73.4,51.9,7.9,1,1,70.6,2.82,B,1,MEDIUM
74.7,5.5,3.49,64.9,77.0,43.6,7.8,1,1,64.5,2.58,C,1,HIGH
77.7,13.2,2.58,58.5,77.2,49.5,7.3,1,1,59.7,2.39,D,1,HIGH
69.0,8.2,3.09,56.7,69.9,38.1,7.4,0,1,60.3,2.41,C,1,HIGH
48.9,1.1,2.79,50.0,90.6,44.1,5.1,1,0,58.1,2.33,D,1,CRITICAL
88.6,18.0,3.47,86.4,100.0,75.6,6.8,1,1,85.1,3.4,A,1,LOW
86.8,16.8,3.12,79.3,89.1,65.8,6.5,1,1,81.2,3.25,B+,1,LOW
74.6,12.3,3.45,62.3,83.6,52.1,6.5,1,1,61.3,2.45,C,1,HIGH
78.8,13.1,3.64,73.3,67.2,50.0,7.9,1,1,67.0,2.68,C,1,MEDIUM
84.2,17.4,3.45,73.2,89.8,56.4,6.3,1,1,74.4,2.98,B,1,MEDIUM
59.2,13.1,3.24,68.9,100.0,64.1,6.5,1,1,67.5,2.7,C,1,CRITICAL
71.7,16.5,2.6,63.3,76.3,45.5,4.9,0,1,56.5,2.26,D,1,HIGH
87.5,10.5,3.1,67.2,76.4,56.7,6.9,1,1,69.9,2.8,C,1,MEDIUM
62.9,18.6,2.83,66.0,73.6,47.7,6.0,1,1,64.9,2.59,C,1,CRITICAL
81.5,13.6,2.93,67.8,74.7,47.7,7.3,0,1,71.6,2.86,B,1,MEDIUM
61.7,13.0,2.91,68.9,40.8,37.1,6.2,1,1,53.8,2.15,D,1,CRITICAL
83.6,5.6,2.61,59.3,88.1,49.5,7.3,1,1,69.2,2.77,C,1,MEDIUM
77.6,13.4,2.12,55.6,69.3,46.4,7.0,1,1,61.7,2.47,C,1,MEDIUM
58.6,7.8,2.77,44.0,57.8,33.1,9.0,1,1,53.1,2.12,D,1,CRITICAL
92.0,8.8,3.2,73.9,93.3,62.3,7.7,0,1,76.9,3.08,B,1,LOW
69.2,7.9,2.43,54.1,65.8,49.8,5.2,1,1,52.1,2.09,D,1,HIGH
68.3,6.7,3.11,53.8,76.9,42.6,5.8,1,1,60.0,2.4,D,1,HIGH
80.4,22.6,4.0,92.2,100.0,66.9,7.3,0,1,81.9,3.28,B+,1,MEDIUM
91.8,18.7,3.61,88.5,60.9,53.6,6.2,0,1,73.9,2.96,B,1,MEDIUM
65.8,21.6,3.92,78.1,59.0,44.4,4.0,1,1,65.3,2.61,C,1,HIGH
78.7,5.9,3.3,73.3,86.0,59.2,8.7,1,1,72.5,2.9,B,1,MEDIUM
83.1,12.4,3.68,80.1,99.2,67.1,8.0,1,1,82.0,3.28,B+,1,MEDIUM
86.3,5.5,2.74,61.1,58.4,48.2,7.8,1,1,65.7,2.63,C,1,MEDIUM
80.1,8.5,2.78,59.9,88.1,49.6,6.5,0,1,65.3,2.61,C,1,MEDIUM
73.6,7.4,1.73,57.0,90.7,47.7,7.7,0,1,63.1,2.52,C,1,HIGH
68.1,18.2,3.69,76.7,51.1,41.6,6.4,0,1,64.0,2.56,C,1,HIGH
79.0,10.0,3.87,75.4,94.0,54.4,7.4,1,1,79.1,3.16,B,1,MEDIUM
65.1,17.3,2.82,61.5,95.1,59.9,6.2,0,1,67.1,2.69,C,1,HIGH
42.9,15.0,2.97,58.2,77.3,41.4,8.9,1,1,55.1,2.21,D,1,CRITICAL
83.2,23.5,2.72,74.3,100.0,76.3,5.5,1,1,78.5,3.14,B,1,MEDIUM
88.8,4.6,3.29,69.5,99.0,68.2,8.6,1,1,78.2,3.13,B,1,LOW
49.6,18.3,3.66,73.5,83.5,55.5,7.2,1,1,64.8,2.59,C,1,CRITICAL
65.9,17.7,2.23,58.4,75.2,52.8,6.7,1,1,57.7,2.31,D,1,HIGH
85.4,7.1,3.3,62.7,67.4,36.0,7.4,0,1,66.0,2.64,C,1,MEDIUM
100.0,17.0,2.96,77.1,81.4,70.8,8.0,0,1,76.7,3.07,B,1,LOW
78.2,13.7,3.16,76.4,90.5,55.6,8.7,0,1,72.8,2.91,B,1,MEDIUM
69.3,10.9,3.33,67.8,77.1,50.5,7.5,1,1,70.2,2.81,B,1,HIGH
75.8,7.9,3.01,63.8,49.0,27.6,6.2,0,1,54.8,2.19,D,1,HIGH
94.5,8.4,3.05,71.1,100.0,64.2,7.3,1,1,81.8,3.27,B+,1,LOW
70.2,22.2,2.99,75.8,84.9,50.0,9.2,0,1,67.4,2.7,C,1,HIGH
68.4,12.0,3.59,64.8,76.3,50.6,8.7,0,1,62.5,2.5,C,1,HIGH
72.2,15.9,3.31,73.2,94.9,56.6,8.2,0,1,67.5,2.7,C,1,HIGH
66.6,8.0,3.21,58.4,100.0,51.1,8.1,1,1,71.2,2.85,B,1,HIGH
79.5,8.1,2.46,57.5,40.0,28.4,8.0,1,1,48.4,1.94,F,0,CRITICAL
97.5,17.4,2.91,77.9,88.5,60.1,8.5,1,1,81.1,3.24,B+,1,LOW
81.9,5.3,3.55,67.6,60.6,36.8,6.7,1,1,60.3,2.41,C,1,MEDIUM
75.0,9.9,3.12,66.4,89.5,51.2,5.7,1,1,73.5,2.94,B,1,HIGH
74.5,12.2,3.43,71.9,83.9,59.1,7.3,1,1,80.1,3.21,B+,1,HIGH
59.2,12.6,3.98,50.1,91.5,67.3,6.3,1,0,61.5,2.46,C,1,CRITICAL
88.6,11.1,3.62,73.7,74.5,54.8,6.0,1,0,69.9,2.8,C,1,MEDIUM
77.1,14.0,3.15,69.1,53.9,36.8,6.4,1,1,64.0,2.56,C,1,MEDIUM
75.8,15.5,2.84,76.8,75.2,50.9,9.9,1,1,71.1,2.85,B,1,MEDIUM
100.0,15.7,1.82,66.7,88.1,55.4,7.3,1,1,74.4,2.97,B,1,MEDIUM
81.6,7.1,3.02,67.3,97.2,57.0,7.6,1,1,70.9,2.83,B,1,MEDIUM
69.0,10.6,2.94,70.5,64.4,52.3,5.9,1,1,72.0,2.88,B,1,HIGH
72.9,18.0,3.3,67.0,97.4,60.4,5.2,0,1,73.0,2.92,B,1,HIGH
91.8,16.5,3.02,80.6,72.3,58.6,6.3,1,1,71.3,2.85,B,1,MEDIUM
79.4,5.1,2.94,59.3,87.4,50.9,8.8,0,1,66.0,2.64,C,1,MEDIUM
60.7,13.8,2.21,53.5,74.4,53.7,7.6,1,1,54.1,2.16,D,1,CRITICAL
89.0,2.1,2.63,58.8,84.7,50.5,7.9,1,1,72.9,2.92,B,1,MEDIUM
70.0,12.2,3.34,64.3,95.4,51.6,8.0,1,1,66.5,2.66,C,1,HIGH
100.0,21.5,3.96,100.0,63.6,68.5,6.5,0,1,88.3,3.53,A,1,LOW
91.0,7.3,3.05,75.4,71.8,40.4,8.7,0,1,67.7,2.71,C,1,MEDIUM
72.6,7.8,3.26,70.6,84.8,50.6,6.5,0,1,67.1,2.68,C,1,HIGH
93.4,15.8,3.58,85.7,100.0,62.0,8.7,0,1,77.1,3.09,B,1,LOW
78.8,4.3,2.69,52.4,69.1,58.4,7.7,1,1,65.3,2.61,C,1,MEDIUM
88.2,8.8,3.28,75.0,100.0,73.3,5.2,1,1,86.2,3.45,A,1,LOW
83.8,15.0,2.73,76.9,100.0,72.0,6.4,1,1,76.5,3.06,B,1,MEDIUM
67.8,8.8,3.53,61.6,80.5,48.7,5.2,1,1,59.7,2.39,D,1,HIGH
70.3,10.8,3.18,70.5,77.5,66.7,8.5,0,0,74.3,2.97,B,1,HIGH
90.4,15.7,3.25,82.8,71.6,55.7,7.2,0,1,69.9,2.8,C,1,MEDIUM
74.0,14.1,2.71,75.5,81.0,60.9,4.7,0,1,75.9,3.03,B,1,HIGH
73.2,13.3,3.45,69.1,60.9,46.2,7.6,1,1,61.5,2.46,C,1,HIGH
66.5,10.3,4.0,64.7,80.9,51.5,6.6,1,1,63.8,2.55,C,1,HIGH
83.1,13.9,2.6,67.4,100.0,58.7,5.6,1,1,73.9,2.96,B,1,MEDIUM
100.0,11.4,2.93,84.7,72.8,53.3,9.0,0,1,73.4,2.93,B,1,MEDIUM
65.2,14.3,3.22,57.4,78.4,52.2,7.3,0,1,60.6,2.42,C,1,HIGH
78.3,9.5,3.49,60.4,56.5,42.9,6.9,1,1,63.0,2.52,C,1,MEDIUM
94.9,11.1,2.82,74.6,87.6,57.2,6.8,0,1,67.4,2.69,C,1,MEDIUM
77.0,7.1,1.68,51.6,86.0,58.9,5.5,1,1,68.5,2.74,C,1,MEDIUM
83.4,11.8,3.78,77.3,83.0,38.6,5.8,0,1,71.6,2.86,B,1,MEDIUM
65.3,7.9,3.48,68.3,78.7,55.0,8.6,0,1,63.3,2.53,C,1,HIGH
83.1,6.4,2.23,57.6,77.6,52.6,6.7,1,1,60.7,2.43,C,1,MEDIUM
75.8,13.3,2.8,57.7,89.5,60.0,7.2,0,0,71.4,2.85,B,1,MEDIUM
89.8,13.1,3.88,92.2,81.6,59.9,5.0,1,0,84.6,3.39,B+,1,LOW
92.2,15.9,3.82,79.8,86.7,59.9,5.8,1,1,84.8,3.39,B+,1,LOW
100.0,9.8,3.57,76.1,85.2,62.8,7.9,1,1,77.9,3.11,B,1,LOW
85.0,14.0,3.01,79.1,98.9,72.2,7.6,1,1,82.2,3.29,B+,1,MEDIUM
81.9,14.8,3.14,71.9,92.2,56.6,9.1,1,1,75.3,3.01,B,1,MEDIUM
80.3,14.2,3.03,71.5,84.9,57.0,8.7,0,1,74.5,2.98,B,1,MEDIUM
73.8,7.9,3.66,71.2,100.0,71.4,6.9,1,1,82.1,3.28,B+,1,HIGH
82.1,12.7,2.66,73.8,88.3,44.7,7.7,1,1,67.1,2.69,C,1,MEDIUM
74.5,13.8,2.7,64.5,100.0,55.2,6.9,0,1,69.4,2.78,C,1,HIGH
80.0,12.0,3.61,82.1,91.1,69.9,9.5,1,0,78.6,3.15,B,1,MEDIUM
93.8,1.6,3.08,57.4,54.4,45.5,8.5,1,1,63.0,2.52,C,1,MEDIUM
65.9,12.8,3.79,74.0,100.0,65.3,7.4,1,1,78.6,3.15,B,1,HIGH
91.7,23.1,2.76,77.6,84.0,54.2,7.4,1,1,68.9,2.76,C,1,MEDIUM
93.8,10.2,3.07,81.8,81.2,51.7,8.8,1,1,80.0,3.2,B,1,LOW
76.6,8.4,2.64,63.0,86.2,49.8,7.8,1,0,62.2,2.49,C,1,MEDIUM
52.5,13.9,3.1,56.2,76.8,56.9,8.9,1,1,59.8,2.39,D,1,CRITICAL
